"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9990005493164","56.9729995727539","56.9910011291504","57.0200004577637","57.0299987792969","56.9550018310547","56.8079986572266","56.6549987792969","56.5209999084473","56.3730010986328","56.1209983825684","55.9049987792969","55.6609992980957","55.6749992370605","55.6730003356934","55.9850006103516","55.5050010681152","55.0530014038086","54.6049995422363","55.3450012207031","54.9420013427734","54.5530014038086","54.1749992370605","54.0060005187988","53.8289985656738","53.6500015258789","55.7809982299805","55.9109992980957","56.0190010070801","55.0069999694824","55.2770004272461",
"Bulgaria","BGR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.5589981079102","48.4230003356934","47.0719985961914","48.3419990539551","48.5099983215332","46.9819984436035","45.5810012817383","45.6020011901855","43.8600006103516","42.0410003662109","41.1370010375977","41.6160011291504","43.0660018920898","44.4640007019043","44.6809997558594","46.7000007629395","48.9809989929199","50.7910003662109","49.4039993286133","47.9020004272461","46.5970001220703","46.5670013427734","46.9249992370605","47.9570007324219","49.1279983520508","49.2929992675781","51.939998626709","52.4379997253418","54.1870002746582","52.7060012817383","52.3479995727539",
"Bahrain","BHR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.7020034790039","64.6009979248047","64.5309982299805","64.3619995117188","64.3330001831055","64.3330001831055","64.3870010375977","64.5419998168945","64.7979965209961","65.1790008544922","65.6309967041016","66.177001953125","66.6129989624023","66.8330001831055","67.1139984130859","67.6360015869141","68.3970031738281","69.2990036010742","70.2689971923828","70.9440002441406","70.3010025024414","70.609001159668","70.6740036010742","70.1709976196289","70.0080032348633","70.4499969482422","70.995002746582","71.4349975585938","71.5579986572266","69.4189987182617","69.9059982299805",
"Bahamas, The","BHS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5970001220703","62.1879997253418","64.2030029296875","63.8199996948242","66.2200012207031","65.9089965820313","67.4359970092773","68.8539962768555","69.4169998168945","69.6920013427734","69.9749984741211","68.3690032958984","66.8939971923828","67.286003112793","67.2929992675781","69.2850036621094","68.9540023803711","68.5080032348633","63.7210006713867","63.5960006713867","63.3610000610352","63.7120018005371","61.9000015258789","63.5740013122559","64.7839965820313","64.2109985351563","66.3430023193359","66.1780014038086","66.0449981689453","60.875","62.8160018920898",
"Bosnia and Herzegovina","BIH","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5120010375977","36.8170013427734","35.7729988098145","34.5970001220703","33.7089996337891","33.1559982299805","32.6910018920898","32.2620010375977","31.9549999237061","31.423999786377","31.2280006408691","30.9759998321533","30.7709999084473","30.42799949646","30.2070007324219","29.9029998779297","31.2689990997314","34.435001373291","34.1040000915527","33.2190017700195","32.8269996643066","32.8899993896484","32.8540000915527","33.5289993286133","33.4879989624023","34.4389991760254","36.7109985351563","37.5449981689453","39.6549987792969","39.6559982299805","42.4389991760254",
"Belarus","BLR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.818000793457","57.2490005493164","53.9410018920898","51.4749984741211","48.7070007324219","44.5530014038086","48.5219993591309","50.1980018615723","50.9589996337891","51.7200012207031","52.4809989929199","53.1220016479492","53.6720008850098","54.1510009765625","54.8419990539551","55.5349998474121","56.3400001525879","57.1520004272461","58.1650009155273","58.4879989624023","58.9420013427734","59.3330001831055","59.5779991149902","59.7360000610352","59.9449996948242","60.015998840332","60.1699981689453","60.6069984436035","60.798999786377","60.6619987487793","60.7729988098145",
"Belize","BLZ","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5219993591309","51.8349990844727","51.8580017089844","50.9720001220703","50.3839988708496","49.867000579834","50.8289985656738","50.2000007629395","51.3860015869141","52.8730010986328","54.2490005493164","53.9550018310547","54.0909996032715","54.1319999694824","54.1769981384277","55.3380012512207","56.1100006103516","56.5460014343262","56.7270011901855","56.9690017700195","57.2190017700195","57.4799995422363","57.726001739502","58.5919990539551","59.4230003356934","60.226001739502","60.2000007629395","59.568000793457","58.8540000915527","56.2680015563965","57.6829986572266",
"Bermuda","BMU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4260025024414","67.181999206543","67.5070037841797","67.7570037841797","68.2330017089844","68.6699981689453","69.1999969482422","69.4889984130859","69.5950012207031","69.1100006103516","68.8779983520508","68.7129974365234","68.5240020751953","68.3880004882813","68.2009963989258","70.8479995727539","69.1429977416992","69.943000793457","69.9779968261719","70.1669998168945","70.3600006103516","67.1999969482422","67.609001159668","69.9280014038086","64.9940032958984","65.0019989013672","66.125","69.2730026245117","68.0790023803711","64.1750030517578","64.6139984130859",
"Brazil","BRA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5789985656738","59.6459999084473","59.9970016479492","59.8170013427734","59.5209999084473","57.3089981079102","57.5419998168945","56.9230003356934","56.8530006408691","57.5279998779297","57.7410011291504","58.5250015258789","58.0530014038086","59.2490005493164","59.5410003662109","59.814998626709","59.7330017089844","60.1959991455078","59.6040000915527","59.3619995117188","58.4770011901855","59.1650009155273","59.2150001525879","59.2169990539551","58.2470016479492","56.0270004272461","55.5419998168945","55.9029998779297","56.5690002441406","51.3240013122559","53.6510009765625",
"Barbados","BRB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6150016784668","50.9910011291504","50.4440002441406","52.0040016174316","54.7599983215332","57.1440010070801","57.9029998779297","59.367000579834","60.632999420166","62.2729988098145","62.6990013122559","61.4220008850098","61.6319999694824","63.0120010375977","63.2439994812012","61.9449996948242","62.7760009765625","62.1290016174316","60.8349990844727","60.3740005493164","60.0270004272461","58.5190010070801","59.0050010681152","56.1230010986328","57.6920013427734","60.0410003662109","58.8209991455078","58.2809982299805","57.0610008239746","54.3460006713867","54.8569984436035",
"Brunei Darussalam","BRN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5359992980957","62.6800003051758","62.8790016174316","63.007999420166","63.1500015258789","63.3209991455078","63.5200004577637","63.6640014648438","63.7770004272461","63.9300003051758","64.0810012817383","63.8569984436035","63.6580009460449","63.476001739502","63.2669982910156","63.007999420166","62.8489990234375","62.6640014648438","62.451000213623","62.185001373291","61.9580001831055","61.3709983825684","60.7820014953613","60.1559982299805","59.0509986877441","58.0110015869141","56.8839988708496","59.701000213623","59.9529991149902","59.0709991455078","59.2490005493164",
"Bhutan","BTN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8529968261719","69.6439971923828","69.4649963378906","69.2639999389648","69.0589981079102","69","68.9560012817383","68.9250030517578","68.9049987792969","68.75","68.5439987182617","68.5770034790039","68.6559982299805","68.2109985351563","67.8249969482422","67.7279968261719","67.2559967041016","67.1520004272461","66.9400024414063","65.8870010375977","65.2330017089844","63.0800018310547","63.4259986877441","60.9630012512207","61.5929985046387","61.4189987182617","61.2799987792969","61.125","61.5320014953613","57.742000579834","58.7229995727539",
"Botswana","BWA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0040016174316","49.3940010070801","47.8129997253418","46.2480010986328","45.9959983825684","45.7140007019043","45.814998626709","45.7820014953613","47.1370010375977","48.3190002441406","46.9830017089844","45.6889991760254","44.3079986572266","45.6240005493164","46.9930000305176","48.3860015869141","49.6749992370605","50.9529991149902","52.1339988708496","48.5690002441406","48.8390007019043","49.1199989318848","49.484001159668","49.7000007629395","49.8790016174316","50.2949981689453","50.5379981994629","50.8079986572266","51.0620002746582","49.5089988708496","50.6949996948242",
"Central African Republic","CAF","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.6809997558594","66.6220016479492","66.5839996337891","66.552001953125","66.5329971313477","66.5299987792969","66.5289993286133","66.5589981079102","66.5670013427734","66.5830001831055","66.5970001220703","66.5930023193359","66.5849990844727","66.6179962158203","66.6179962158203","66.7020034790039","66.7740020751953","66.8450012207031","66.8170013427734","66.6380004882813","66.7799987792969","66.8730010986328","66.9240036010742","66.8769989013672","66.7910003662109","66.7180023193359","66.625","66.5739974975586","66.4349975585938","65.3669967651367","65.6740036010742",
"Canada","CAN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7089996337891","58.3419990539551","57.9039993286133","58.382999420166","58.6689987182617","58.4490013122559","58.9669990539551","59.7369995117188","60.5629997253418","61.2690010070801","61.1510009765625","61.7389984130859","62.4459991455078","62.6370010375977","62.601001739502","62.7840003967285","63.367000579834","63.4119987487793","61.4949989318848","61.5169982910156","61.7000007629395","61.6520004272461","61.7610015869141","61.4300003051758","61.2900009155273","61.1100006103516","61.5909996032715","61.5970001220703","61.9910011291504","57.9640007019043","60.2159996032715",
"Central Europe and the Baltics","CEB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.3227406581433","55.6719748521277","54.0701785370327","53.4713153720301","53.0924244480374","52.6384668949648","52.9724231490295","52.71286121886","51.6027506707419","50.3225695350666","49.6875599803412","48.0007998825479","47.9230016402449","47.7439526962583","48.0569814099619","49.1510600202306","50.4831043052856","51.3664028664343","50.472174550415","50.0169191458878","49.9173908324388","50.1717501417087","50.2753608899359","51.3023102134605","51.9833899433537","52.7282951793613","53.9896395569756","54.6381447756339","55.0174151650441","54.4644924688992","54.3925005225457",
"Switzerland","CHE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1849975585938","66.3710021972656","65.7979965209961","64.9390029907227","64.9779968261719","65.1600036621094","64.6360015869141","65.5530014038086","65.7509994506836","65.5780029296875","66.0920028686523","65.7429962158203","65.0449981689453","64.3639984130859","63.9970016479492","64.6630020141602","65.1589965820313","65.9059982299805","65.4349975585938","63.7680015563965","64.4749984741211","64.4789962768555","64.3219985961914","64.620002746582","64.8690032958984","65.1869964599609","65.1549987792969","65.254997253418","65.2350006103516","64.5989990234375","63.9440002441406",
"Channel Islands","CHI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0270004272461","53.8810005187988","53.2379989624023","53.1780014038086","53.6440010070801","54.0369987487793","54.3730010986328","54.9039993286133","55.5009994506836","55.8639984130859","56.6549987792969","57.0579986572266","57.1189994812012","56.875","56.7039985656738","56.4589996337891","56.2589988708496","56.5369987487793","56.0060005187988","55.5839996337891","54.9010009765625","54.3409996032715","53.8880004882813","53.9729995727539","54.257999420166","54.5029983520508","54.7669982910156","54.9500007629395","54.8819999694824","53.4930000305176","54.0519981384277",
"Chile","CHL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4099998474121","51.8849983215332","52.3440017700195","51.9570007324219","53.3919982910156","52.4339981079102","52.5769996643066","52.6020011901855","50.3279991149902","50.0449981689453","49.2939987182617","48.9659996032715","49.6539993286133","49.7709999084473","50.5340003967285","51.7490005493164","52.5149993896484","53.1110000610352","51.7509994506836","53.7540016174316","55.6269989013672","55.7830009460449","56.0740013122559","56.0190010070801","56.0120010375977","55.6450004577637","55.773998260498","55.5629997253418","55.2859992980957","49.2109985351563","51.7879981994629",
"China","CHN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.0719985961914","76.8489990234375","76.3730010986328","75.9820022583008","75.677001953125","75.3550033569336","75.0390014648438","74.8000030517578","74.5589981079102","74.3160018920898","73.375","72.5070037841797","71.7099990844727","71.2300033569336","70.6520004272461","70.1539993286133","69.6399993896484","68.8860015869141","68.2050018310547","67.7460021972656","67.6360015869141","67.1849975585938","66.7509994506836","66.4250030517578","66.0780029296875","65.7389984130859","65.2949981689453","64.8870010375977","64.306999206543","61.7140007019043","64.0559997558594",
"Cote d'Ivoire","CIV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.193000793457","61.0810012817383","61.560001373291","62.0359992980957","62.5400009155273","62.5460014343262","62.5509986877441","62.4980010986328","62.3079986572266","62.1259994506836","61.939998626709","61.7630004882813","61.5740013122559","61.4710006713867","61.2820014953613","61.1290016174316","60.943000793457","60.8089981079102","60.6279983520508","60.4930000305176","60.1870002746582","60.1619987487793","62.064998626709","62.5460014343262","63.0270004272461","63.5200004577637","62.6100006103516","62.8689994812012","63.1279983520508","62.3610000610352","62.9280014038086",
